"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_yahoo","passAttMedian","passCompMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"TREMASON","Tre Mason","RB","STL",197,75.349775350481,NA,138.775,81.95,88.775,NA,90.3975,34.875,38.125,54.05,73.875,54.675,104.25,103.95,70.55,51.75,0,0,74.540467032967,75.349775350481,147.941946778711,29.7351759904981,16.3891,6.63593789707728
"LANCEDUNBAR","Lance Dunbar","RB","DAL",198,74.7750170669963,-0.6,78.475,71.175,52.9,NA,76.65,79.625,105.875,90,79.25,48.525,58.375,84.725,78.4,82.525,0,0,69.6017857142857,74.7750170669963,139.45,25.2640038416299,10.25,5.55283049444477
"EDDIEROYAL","Eddie Royal","WR","SD",199,74.1742076156333,110.535,85.5,46.25,73.175,NA,67.5,104.075,67.75,50.75,34.5,61.175,68,104.125,95.65,64.41,0,0,73.0407467532468,74.1742076156333,193,23.1925586688897,2,4.51134799180939
"SCOTTCHANDLER","Scott Chandler","TE","BUF",200,74.1251935778291,70.965,85.5,82.375,66.875,NA,82.8875,98.625,101.75,60,52.625,54.625,52.375,72.125,76.125,78.15,0,0,72.7941071428571,74.1251935778291,221.5,15.784395432917,47.5,8.27476626993278
"JEROMESIMPSON","Jerome Simpson","WR","MIN",201,73.2441733243522,94.345,88.375,78,89.5,NA,74.9875,80.75,41.875,49.875,27.5,72.875,80.5,112.375,87.75,41.5,0,0,71.8851785714286,73.2441733243522,NA,23.9282305145265,NA,6.91740968296003
"SANTONIOHOLMES","Santonio Holmes","WR",NA,202,73.1050062348175,76.655,NA,NA,80.125,NA,80.125,NA,NA,NA,36,NA,NA,NA,75.25,NA,0,0,57.3558333333333,73.1050062348175,NA,18.9222221871534,NA,5.86449810232237
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",203,72.8526234115725,-1.74,45.25,70.75,NA,NA,47.625,82.85,64.125,80.75,98.75,65.375,43.5,96.5,109,88.725,0,0,63.3195670995671,72.8526234115725,179.4,29.8234132124582,17.4,6.74614062868199
"MIKETOLBERT","Mike Tolbert","RB","CAR",204,72.1252893656207,74.18,84.725,69.425,78.175,NA,79.125,89.15,86.225,62.55,80.625,51.125,72.875,12.375,84.15,68.225,0,0,70.8104166666667,72.1252893656207,175.9,19.7283364564947,24.7,6.413290139695
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",205,71.8746243661372,36.44,108.075,74.05,64.475,NA,78.8775,107.25,65.725,58.6,64,66.25,64,99.4,100.075,54.2875,0,0,72.4694642857143,71.8746243661372,140.856991799741,21.6068394048258,15.0152,5.6439597088179
"LEVINETOILOLO","Levine Toilolo","TE","ATL",206,71.6633764697559,NA,75.375,78.25,NA,NA,57.6625,72.125,57.875,69.5,83.75,53.125,45.75,89.125,84.125,79.675,NA,0,70.3959821428571,71.6633764697559,191.9,13.8773156595493,25.2,5.84788633491225
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",207,71.2001861507265,NA,135.625,90.2,41.85,NA,87.3675,98.475,59.25,66.675,85.625,62.075,69.125,93.425,71.625,66.275,0,0,77.6529029304029,71.2001861507265,169.8,23.3727827414051,25.2,6.84647509068605
"JAMESWHITE","James White","RB","NE",208,71.041002072131,NA,113,87.1,NA,NA,62.25,60.3,11.1,42.325,108.875,46.3,81.875,NA,57.725,52.1,0,0,60.0958333333333,71.041002072131,152,30.024139151992,35.5,8.57426489026051
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",209,70.7449495087239,81.08,69.8,55.975,56.375,NA,62.5975,96.55,73.95,61.55,71.5,68.775,47,135.6,85,74.75,0,0,72.8992857142857,70.7449495087239,175.9,21.7928309402767,16.6,5.82173810463326
"ROYHELU","Roy Helu","RB","WAS",210,70.6801153558724,36.305,92.4,65.225,100.975,NA,78.9625,91.125,63.4,47.5,57.875,68.175,52.25,91.075,89.5,74.75,0,0,70.90625,70.6801153558724,170.6,19.5052432696152,20.6,5.98050476161774
"MERCEDESLEWIS","Mercedes Lewis","TE","JAC",211,70.59,70.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.59,70.59,NA,NA,NA,NA
"MICHAELVICK","Michael Vick","QB","NYJ",212,70.1398634072594,4.08,81.48,63.5,164.76,NA,95.566,4.1,104.6,34.08,47.2,108.98,72.1,NA,142.28,8.37,146,79.075,65.9313809523809,70.1398634072594,201.8,51.6517932217812,34.6,10.7588809116304
"TRAVISKELCE","Travis Kelce","TE","KC",213,68.9995740695491,NA,85.25,39.375,57.625,NA,62.3125,69.875,70,77.75,96.5,73.875,84,39.875,NA,91.425,0,0,65.0135989010989,68.9995740695491,180.8,18.3833665695357,24,6.20196211395661
"MATTCASSEL","Matt Cassel","QB","MIN",214,68.9802724848155,1.72,39.76,34.94,104.28,NA,65.646,81,117.9,48.04,17.3,50.92,62.5,214.06,139.92,NA,140.5,91.25,74.8771648351648,68.9802724848155,213.5,57.2870531146794,52.5,13.1385597527794
"ZACHMILLER","Zach Miller","TE","SEA",215,68.6448157026349,167.74,82.75,58.125,54.75,NA,67.8875,76,73.375,76.75,72.75,45.5,74,66,53.375,63.35,0,0,73.3370238095238,68.6448157026349,215,29.0242860208112,24,7.32101212208551
"CHARLESSIMS","Charles Sims","RB","TB",216,68.4882513488443,NA,NA,91.275,43.7,NA,71.5825,41.2,10.2,76.75,81.25,58.4,42.25,101.725,73.675,80.025,0,0,62.8360416666667,68.4882513488443,159,25.8748108789385,24.1,6.99978175345834
"TEDGINN","Ted Ginn","WR","ARI",217,68.162494916062,55.74,76.125,91,77.3,NA,78.8125,95.725,58.725,42.25,47.375,53.2,37,90.625,77.7,79.8,0,0,68.6572564935065,68.162494916062,NA,19.2370978356595,NA,5.93072576218463
"JAMESSTARKS","James Starks","RB","GB",218,67.8250294503308,62.515,86.9,56.25,66.95,NA,66.785,82.75,58.25,55.675,66.5,49.6,49.5,93.75,103.05,56.125,0,0,67.1796428571429,67.8250294503308,166.8,16.887922044734,26.5,6.2942817136015
"BRANDONLAFELL","Brandon LaFell","WR","NE",219,67.7097038632245,-0.09,90.5,106.75,101.325,NA,84.425,76,26.125,61.25,35.75,53.775,55.5,57.625,84.3,30.5,0,0,61.4952435064935,67.7097038632245,184.4,31.0201416244526,42,9.32793730107297
"MARLONBROWN","Marlon Brown","WR","BAL",220,67.4499367151085,76.705,87.25,46.125,69.375,NA,56.9125,86.125,15.125,71.9,87.5,63.2,48.5,72.25,87.25,59.575,0,0,66.0190097402597,67.4499367151085,189.3,20.3629715700021,20.6,6.07070757406412
"TIMOTHYWRIGHT","Timothy Wright","TE","TB",221,66.0313688892182,NA,65.75,93.125,NA,NA,NA,NA,NA,66.625,50.75,64.25,59.25,NA,77,NA,NA,NA,68.1071428571429,66.0313688892182,NA,13.5850769403854,NA,4.74193863570317
"CJANDERSON","C.J. Anderson","RB","DEN",222,64.6203324500816,NA,72.825,64.575,77.475,NA,68.08,21.55,59.825,66.85,59.125,67.925,47.625,31.55,78.75,62.525,0,0,59.0479120879121,64.6203324500816,176,16.993497210283,18.3,5.48673684119465
"DONALDBROWN","Donald Brown","RB","SD",223,64.3002667312252,85.45,85.5,51.125,76.625,NA,66.7375,64.875,52.125,66.9,58.5,72.775,70.625,30.45,53.3,68.125,0,0,64.0917857142857,64.3002667312252,154.7,14.7017264219917,19.7,5.38549237160622
"BRANDONBOSTICK","Brandon Bostick","TE","GB",224,63.8966085972217,NA,NA,78.875,53.75,NA,57.3375,71.125,NA,56.875,76.5,NA,39.875,NA,NA,71.85,0,0,62.7734375,63.8966085972217,200,13.4584719028507,52.3,8.50936940908504
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",225,63.5742496977011,93.545,81.875,59.25,58.5,NA,64.3375,97.375,60.5,60.875,68,54.25,61.75,62.75,85.875,51.9,0,0,66.7630357142857,63.5742496977011,206,14.739008892688,33.7,6.78710430489096
"BRIANHOYER","Brian Hoyer","QB","CLE",226,63.3633118520106,158.41,32.56,48.38,58.82,NA,56.406,14.8,116.8,92.32,35.7,57.66,47.5,NA,142.38,43.67,181.05,105,68.1092527472528,63.3633118520106,202.5,44.2495604376256,34.9,10.0103772153094
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","RIA",227,63.343694997921,NA,87.125,43.375,73.125,NA,59.4,83.95,28.125,43.25,80.625,58.375,NA,42.125,80.125,70.7,0,0,62.4947619047619,63.343694997921,178.2,19.6457432354372,9.6,4.89709452227613
"BRANDONGIBSON","Brandon Gibson","WR","MIA",228,62.9323021797946,35.52,77.25,81.125,NA,NA,73.475,52.625,55.75,50.5,51.125,50.75,38.25,86,91,93.625,NA,0,64.2747756410256,62.9323021797946,NA,20.0884072960578,NA,6.10978131522045
"MYCHALRIVERA","Mychal Rivera","TE","OAK",229,62.7668620092808,NA,83.625,87.75,NA,NA,61.3125,45.75,69.875,28.375,38.25,58.875,75.5,44.375,82.625,71.75,NA,0,62.2849702380952,62.7668620092808,183.5,19.4788721923131,14.5,5.36873746046666
"JACEAMARO","Jace Amaro","TE","NYJ",230,62.6877525454025,NA,103,88,65,NA,85.3,29.875,19.5,17.75,74.25,60.375,59.25,31.25,71,61.725,0,0,58.4892857142857,62.6877525454025,174.5,27.0350566276266,12.5,5.96371181186232
"BRENTCELEK","Brent Celek","TE","PHI",231,62.4263108313866,61.99,86.25,68.875,56.375,NA,74.1125,79.875,84.5,52.25,69.25,50.125,42.625,41.875,80.25,54.7,0,0,63.8416071428571,62.4263108313866,244,15.2090150628728,53,8.76334946095673
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",232,62.3743931506387,88.44,64.925,42.8,33.55,NA,55.3275,79.625,90.5,45.8,62.75,47.875,46,118.475,87.7,57.175,0,0,63.4930357142857,62.3743931506387,167.8,23.9303335749184,28.7,7.25453258688092
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",233,61.4716101582127,39.13,73.75,68.25,59.525,NA,62.025,80.9,54.625,59.1,40.625,59.65,32.625,76.625,82.95,65.785,0,0,60.843051948052,61.4716101582127,NA,15.4613088568185,NA,5.13656568855329
"JOHNBROWN","John Brown","WR","ARI",234,60.2500448608977,NA,64.75,79.875,NA,NA,59.8875,46.625,22,77.4,101.25,54.75,46.375,NA,NA,49.97,NA,0,60.28625,60.2500448608977,202,22.0044870439973,55,9.6776639734621
"AUSTINPETTIS","Austin Pettis","WR","STL",235,58.8014506523789,106.49,65.25,61.875,NA,NA,49.2625,75.625,55.625,12.25,NA,25.25,46.625,93.375,84,11.15,0,0,48.7807142857143,58.8014506523789,NA,30.483563761669,NA,8.29619010829689
"OWENDANIELS","Owen Daniels","TE","BAL",236,58.7000079690281,73.225,68.5,59.375,60.625,NA,58.5875,60.125,40.5,63.875,77.375,66.5,43.875,59.125,76.25,35.65,0,0,59.9958928571428,58.7000079690281,199,12.7285139001287,27.6,5.96667703843667
"JERMICHAELFINLEY","Jermichael Finley","TE",NA,237,58.6815504076778,NA,68.75,NA,51.125,NA,53.175,NA,57.25,39.5,71.75,NA,NA,NA,68.125,NA,0,0,58.525,58.6815504076778,163.7,11.6802539926721,7.4,3.83976837965586
"CODYLATIMER","Cody Latimer","WR","DEN",238,58.4611937807604,NA,66.125,50.5,NA,NA,35.7125,39.125,3.625,64,45.75,82.25,58.625,NA,74.375,75.05,0,0,49.353125,58.4611937807604,179,22.5792950585466,33.2,7.56170877484612
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",239,57.4127884639904,NA,87.875,70.75,59.5,NA,67.8375,85.875,41.75,30.75,53.625,53.75,66.75,47.625,45,27.725,0,0,56.7921703296703,57.4127884639904,191,18.7682887301686,6,4.44541091709199
"BLAKEBORTLES","Blake Bortles","QB","JAC",240,57.2667156514861,NA,44.46,82.64,47.26,NA,56.914,42.5,58.66,37.46,94.4,84.42,96.5,NA,49.96,46.75,183,100,56.1912234432234,57.2667156514861,148,21.5116136667023,0,4.13490161030177
"JORDANTODMAN","Jordan Todman","RB","JAC",241,56.7976889021535,67.18,71.7,40.8,79,NA,51.14,54.375,16.95,57.225,47.5,31.6,55.5,118.075,59.775,60.025,0,0,56.4196428571429,56.7976889021535,180.8,23.5083084126246,19.3,6.27170064245994
"ADRIENROBINSON","Adrien Robinson","TE","NYG",242,56.299545775955,60.205,65.875,70.25,58.5,NA,63.0375,111.125,52.5,47.75,26,54,15,88.375,NA,14.125,0,0,55.6342582417582,56.299545775955,216,27.2024038342014,48.3,9.55540673513558
"JARIUSWRIGHT","Jarius Wright","WR","MIN",243,56.1253170192588,62.41,55.125,34.25,NA,NA,35.7375,88.3,9.5,70.625,75.75,57.125,16.25,62.125,64.5,58.225,NA,0,53.1903846153846,56.1253170192588,NA,22.9482972665925,NA,6.71130074395572
"MARCELREECE","Marcel Reece","RB","OAK",244,56.0504426502382,21.79,64.575,60.45,77.35,NA,69.0075,60.95,80.15,28.25,63,37.45,28.75,NA,57.625,62.045,0,0,54.6512912087912,56.0504426502382,185.2,19.1922159785332,10.6,4.94923450646715
"JERRELJERNIGAN","Jerrel Jernigan","WR","NYG",245,55.9869585562364,40.08,93.25,NA,68.85,NA,57.7,63.1,18.25,62.25,46.25,64.4,1.25,2.875,86.35,42.175,0,0,49.8735664335664,55.9869585562364,189.8,28.742857925592,54.9,10.3763197915628
"DAVANTEADAMS","Davante Adams","WR","GB",246,55.9375925660073,NA,100.5,75.625,53.75,NA,67.0875,52.925,23.5,49.75,59.25,64.625,22.25,73.375,90.625,31.7,0,0,58.0166958041958,55.9375925660073,171.5,23.8193661444977,11.4,5.51571582421713
"ANDREWQUARLESS","Andrew Quarless","TE","GB",247,55.9253560984402,87.265,75.375,44.5,60.375,NA,53.9125,68.625,29.375,43.375,45.5,62.625,54.25,75.875,92.625,23.35,0,0,58.0891071428571,55.9253560984402,NA,20.4149784191172,NA,6.17846887922048
"KADEEMCAREY","Ka'Deem Carey","RB","CHI",248,55.7024184914243,NA,72.65,41.125,70.65,NA,58.7175,51.575,55.275,42.4,35.875,42.075,66.875,71.625,67,55.0875,0,0,55.0187912087912,55.7024184914243,189.2,12.935936574059,21.6,5.38948011498186
"COLEBEASLEY","Cole Beasley","WR","DAL",249,55.3902226345388,-0.78,82,49.75,64.875,NA,60.925,72.85,42.125,43.75,41.375,48.25,37.25,75.5,71,52.975,0,0,52.579448051948,55.3902226345388,NA,21.0887088070453,NA,6.32017430224147
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",250,55.3753029924691,37.36,NA,54.5,85.25,NA,68.5875,63.125,NA,27.125,64.25,74.625,34.125,13.375,85.625,51.775,0,0,54.9090178571429,55.3753029924691,155.55,23.0444781673546,13.4,5.63389505803448
"PAULRICHARDSON","Paul Richardson","WR","SEA",251,54.8121892533997,NA,79,61.375,NA,NA,52.7875,40.375,NA,65.875,69.25,44.125,61.75,NA,40.5,36.225,0,0,50.0693181818182,54.8121892533997,226,14.4651838357754,47,8.08611412535606
"BRANDONPETTIGREW","Brandon Pettigrew","TE","DET",252,54.5872083038492,57.115,70.875,NA,50.125,NA,51.3375,55.125,73.625,53.75,30.375,41.625,41,70.375,65.125,61.975,0,0,54.5427747252747,54.5872083038492,188.5,12.9316523264054,24,5.62863375675716
"AUSTINCOLLIE","Austin Collie","WR",NA,253,54.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.375,NA,NA,NA,54.375,54.375,NA,NA,NA,NA
"STEPHENHILL","Stephen Hill","WR","NYJ",254,54.2437976145456,19.28,63.625,48.25,NA,NA,44.8625,64.425,56.5,30.5,64.5,67.5,41.625,78.375,76.875,26.5,0,0,48.563262987013,54.2437976145456,NA,19.0893680638444,NA,5.89965382275166
"BRANDONMYERS","Brandon Myers","TE","TB",255,53.5001569146072,105.43,NA,46.875,NA,NA,39.05,46.375,55,44.125,21,59,67,80.875,74.5,25.375,NA,0,55.0980357142857,53.5001569146072,NA,23.9277289813418,NA,6.91730419570077
"BRIANQUICK","Brian Quick","WR","STL",256,53.5000021764007,26.965,64.625,79.375,NA,NA,67.5875,61.125,53.125,70.125,47.625,57.5,23.5,13.75,51.875,56.45,NA,0,51.7771153846154,53.5000021764007,212.7,19.4414457945733,30.6,6.97214632119134
"JASONAVANT","Jason Avant","WR","CAR",257,53.2753023684459,39.895,87.5,41.125,57.125,NA,58.3875,33.25,44.875,40.875,46,30.875,74.25,75.25,76.375,56.65,0,0,53.9596428571429,53.2753023684459,NA,17.9039626624347,NA,5.65032801398904
"MARQUESSWILSON","Marquess Wilson","WR","CHI",258,52.9378178455814,NA,89.25,52.125,NA,NA,58.4625,54.05,NA,39,72.75,20.25,31.375,83,NA,33.825,0,0,48.3094696969697,52.9378178455814,NA,22.9444861825353,NA,6.71049916028343
"EARLBENNETT","Earl Bennett","WR",NA,259,52.8629084678943,3.95,60.625,NA,NA,NA,45.475,NA,NA,NA,NA,NA,NA,NA,89.25,NA,NA,NA,28.4392857142857,52.8629084678943,NA,35.564067774464,NA,9.36477033444183
"JARVISLANDRY","Jarvis Landry","WR","MIA",260,51.3250015396431,NA,68.875,56.125,71.5,NA,53.8,89.875,13,56.275,67.75,50.2,76.125,3.375,32.75,21.475,0,0,50.5278971028971,51.3250015396431,NA,26.0481748277873,NA,7.36329665952256
"ROBHOUSLER","Rob Housler","TE","ARI",261,50.4350031596319,102.14,66,31.5,49.5,NA,NA,NA,NA,27.625,32.25,52.5,32.875,75.875,79,33.95,0,0,52.5854545454545,50.4350031596319,NA,24.6984256031174,NA,7.07940448502484
"BILALPOWELL","Bilal Powell","RB","NYJ",262,50.0751593431744,14.535,65.4,43.625,45.575,NA,54.4875,73.675,63.325,54.125,9.375,37.775,30.375,11.7,46.9,57.175,0,0,43.3226785714286,50.0751593431744,189.2,20.4551614743305,21.1,6.13032024591441
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",263,49.9377360389715,50.6,76.25,50.375,NA,NA,40.7625,68,51.125,40.875,50.5,30.875,42.625,57.75,86.25,47.25,NA,0,53.1153846153846,49.9377360389715,NA,15.3886139435156,NA,5.12127579867206
"JOSHGORDON","Josh Gordon","WR","CLE",264,49.7499957359689,NA,NA,NA,NA,NA,55.75,NA,55.75,NA,NA,22.825,NA,NA,79.3,NA,NA,NA,30.5178571428571,49.7499957359689,122.9,23.2141154526723,28.2,7.12929412155187
"JOHNCARLSON","John Carlson","TE","ARI",265,48.579588596182,33.245,NA,66.5,NA,NA,39.8625,29.75,59,39.5,36.625,42.75,68.625,67.25,53,58.25,NA,0,49.0744345238095,48.579588596182,NA,14.1658264551419,NA,4.86408743161971
"VINCENTBROWN","Vincent Brown","WR","SD",266,48.541170792037,24.595,66,62.125,NA,NA,42.4125,33.125,19.875,63.375,18.125,50.125,62.25,90.375,77.75,11.075,0,0,44.1919642857143,48.541170792037,237.5,24.9914224131155,41.5,8.64401079998217
"TIMWRIGHT","Tim Wright","TE","TB",267,47.8127505437976,NA,NA,NA,NA,NA,53.5125,38.7,29.25,NA,NA,NA,NA,61.875,NA,49.35,NA,0,46.5341666666667,47.8127505437976,184.3,12.7679652842573,31,6.31026520926581
"JACOBYJONES","Jacoby Jones","WR","BAL",268,47.6895982485356,3.98,67.625,56.75,NA,NA,64.4875,55,71.375,31.675,17.5,45.525,18.75,46.125,84.075,32.905,NA,0,45.5818461538462,47.6895982485356,NA,23.798851788991,NA,6.89019751120641
"RYANGRIFFIN","Ryan Griffin","TE","HOU",269,47.1249497360818,NA,62.375,NA,73,NA,43.1375,76.125,22.875,22.75,76.75,37.5,42,42.75,51.125,12.3375,0,0,46.89375,47.1249497360818,NA,21.7054608624189,NA,6.44989549705732
"AJJENKINS","A.J. Jenkins","WR","KC",270,46.9650108205161,50.485,69,17.5,53.6,NA,46.225,40.875,46.875,24.925,3.125,40.9,18.75,81.625,68.175,71.98,0,0,45.294512987013,46.9650108205161,NA,23.0817054952928,NA,6.73936043937867
"TIQUANUNDERWOOD","Tiquan Underwood","WR","CAR",271,46.7930209370705,-0.09,57,51.875,NA,NA,39.9875,87.85,36.625,70.5,23.5,23.875,4.375,48.875,75,12.8625,0,0,37.8941071428571,46.7930209370705,NA,27.5357158526163,NA,7.67617052414473
"GREGLITTLE","Greg Little","WR","OAK",272,46.4877415535203,30.29,81.25,50.125,72,NA,70.225,46.625,NA,42.75,20,27.75,15.625,12.25,91.625,NA,0,0,46.6774404761905,46.4877415535203,NA,26.8439092853425,NA,7.53066314608849
"JUNIORHEMINGWAY","Junior Hemingway","WR","KC",273,46.0000569045221,NA,69.5,63.75,NA,NA,64.4,31,56.5,45.875,41.75,33.375,42,30.625,41.25,36.85,NA,0,46.1919642857143,46.0000569045221,NA,13.7354432243078,NA,4.77356511159487
"TRAVARISCADET","Travaris Cadet","RB","NO",274,45.6866768109828,-4.83,75.325,73.325,12.375,NA,59.135,51.375,NA,26.575,22,28.25,0.5,NA,NA,33.45,0,0,33.8822727272727,45.6866768109828,163,27.4170098744292,0,4.75594133384454
"KRISDURHAM","Kris Durham","WR","DET",275,45.3121887159084,NA,77.375,27.5,NA,NA,39.4625,70.825,40,44.625,6.25,17.625,52.625,0.875,89.75,33.225,0,0,35.5351461038961,45.3121887159084,NA,27.5384525198403,NA,7.67674612618613
"GAVINESCOBAR","Gavin Escobar","TE","DAL",276,45.2500879330438,NA,54,NA,NA,NA,40.9875,31.375,79.125,46.125,64,38.125,38.25,52.125,51.5,40.825,NA,0,48.7215909090909,45.2500879330438,178.5,13.6260759583501,13.5,4.65339432113173
"DAVIDAUSBERRY","David Ausberry","TE","OAK",277,45.25,39.935,NA,32.625,NA,NA,38.6625,88.75,49.5,44.375,48.25,45,5,76.5,NA,NA,NA,0,46.48475,45.25,NA,22.9053309676178,NA,6.70226366075307
"LATAVIUSMURRAY","Latavius Murray","RB","OAK",278,44.3573064010355,NA,67.875,37.95,65.55,NA,56.38,29,NA,32.55,64.5,41,30.375,17.925,48.3,29.7125,0,0,43.0157440476191,44.3573064010355,186.6,16.7708053439443,30.5,6.68130548385523
"KESHAWNMARTIN","Keshawn Martin","WR","HOU",279,43.8523690246895,59.855,44.875,36.875,NA,NA,39.7875,39.775,36.5,45.125,16.25,11.375,8.75,75.375,73.125,NA,NA,0,40.1232837301587,43.8523690246895,NA,21.6797692524394,NA,6.44449179176886
"ANTHONYFASANO","Anthony Fasano","TE","KC",280,43.5794417159275,74.99,65,65.25,NA,NA,47.2,71.5,53.125,24.5,18.5,25.25,10,50.625,53.75,30.35,NA,0,45.1670192307692,43.5794417159275,NA,21.488373563335,NA,6.40423561871374
"ACESANDERS","Ace Sanders","WR","JAC",281,43.5364634609596,31.605,56.5,21.75,49.85,NA,40.6,52.45,33.375,37.625,39.75,49.05,45.75,47.125,94.025,25.495,0,0,44.6304220779221,43.5364634609596,NA,17.4780564463803,NA,5.56074734255925
"DALLASCLARK","Dallas Clark","TE",NA,282,43.36,42.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.75,NA,NA,NA,32.09,43.36,NA,7.64382430462658,NA,3.49231752151556
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",283,43.2796285329031,NA,74.775,61.8,38.175,NA,52.5525,3.575,22.725,38.65,26.5,33.875,33.625,70.225,NA,41.7,0,0,40.5147916666667,43.2796285329031,220.7,20.4978424712304,42.7,8.29124652761909
"MARQUISEGOODWIN","Marquise Goodwin","WR","BUF",284,42.9749648974612,46.53,73.75,62.625,NA,NA,50.0625,42.925,48.75,30.175,26.125,27.5,31,38.375,82.05,28.175,0,0,41.6576948051948,42.9749648974612,NA,18.1677346648547,NA,5.70580706592696
"JONATHANDWYER","Jonathan Dwyer","RB","ARI",285,42.9560642035717,NA,43.275,22.75,70.175,NA,36.6375,31.625,16.975,44.75,43.5,46.825,49.125,61.775,41.6,50.8,0,0,39.3758928571429,42.9560642035717,204.7,14.3367244050608,26.4,6.01600205381994
"LANCEKENDRICKS","Lance Kendricks","TE","STL",286,42.7816482186051,28.285,51,49.375,NA,NA,39.6625,67,47.75,41.75,49.875,21.25,32.625,39.375,56.875,43.5,NA,0,43.6724038461538,42.7816482186051,NA,12.1093126975238,NA,4.43154177657223
"DAVIDNELSON","David Nelson","WR","NYJ",287,42.7259503065227,8.17,63.375,17.5,NA,NA,30.625,50.075,NA,75.75,13.75,49.75,61.75,27.875,45.375,45.475,0,0,37.6316346153846,42.7259503065227,NA,21.2962741975438,NA,6.36383144164341
"CHRISPOLK","Chris Polk","RB","PHI",288,42.1399954046238,NA,69.425,37.675,35.55,NA,48.66,43,50.1,40.85,68,28.55,42.25,2.35,44.675,50.7125,0,0,42.7998076923077,42.1399954046238,181.8,16.8762175629129,39,7.54098932344887
"LUKEWILLSON","Luke Willson","TE","SEA",289,41.812650197896,NA,NA,65.125,NA,NA,40.9625,67.125,45.625,38,42,39.25,30.75,NA,NA,30.9,NA,0,44.3319444444444,41.812650197896,NA,13.2338636674799,NA,4.66806809891365
"BRYCEBROWN","Bryce Brown","RB","BUF",290,41.6873576114412,42.605,56.3,56,44.125,NA,47.53,36.75,34.075,40.65,59,42.3,42.625,28.75,46.2,40.65,0,0,42.9173214285714,41.6873576114412,172.9,8.54956126372563,28.1,5.57711592255076
"PEYTONHILLIS","Peyton Hillis","RB","NYG",291,41.1668197727858,67.77,48.15,40.55,29.625,NA,33.575,61.95,8.2,NA,33.25,22.625,37.125,NA,NA,52,0,0,38.5904545454545,41.1668197727858,121,17.2543939067969,0,3.68719200882013
"STEDMANBAILEY","Stedman Bailey","WR","STL",292,40.4964644337276,NA,NA,NA,NA,NA,44,25.425,NA,45.1,89.5,53.375,14.75,NA,NA,26.38,NA,0,42.59,40.4964644337276,NA,24.690067479512,NA,7.07764652447803
"ROBERTTURBIN","Robert Turbin","RB","SEA",293,39.6757178093183,36.245,64.225,28.7,24.725,NA,37.0175,68.125,23.975,24.275,14.875,31.6,26.375,82.65,112.875,21.4,0,0,41.8003571428571,39.6757178093183,170.5,28.4619198779481,19.5,6.81261314418424
"ROBERTMEACHEM","Robert Meachem","WR","NO",294,39.517024706067,NA,69.375,39.625,NA,NA,54.5,50.375,NA,21.15,NA,6.575,23.5,58.75,55.75,9.65,NA,0,32.4847222222222,39.517024706067,NA,22.1983889555576,NA,6.55357285109794
"EDDICKSON","Ed Dickson","TE","CAR",295,39.0595049505764,27.33,63.375,51.5,NA,NA,36.3875,31.25,9.625,53.625,53.875,25.375,21.625,NA,40.875,27.9,NA,0,36.8612797619048,39.0595049505764,NA,15.9903640180555,NA,5.24784163330484
"DANIELTHOMAS","Daniel Thomas","RB","MIA",296,38.8896502920467,9.35,47.175,46.25,32.45,NA,43.0725,60.65,NA,36.65,25.875,21,44.125,14.475,57.925,33.2125,0,0,35.9214423076923,38.8896502920467,167,15.6918307971385,6,4.12187587947333
"TROYNIKLAS","Troy Niklas","TE","ARI",297,38.2502809873456,NA,NA,NA,NA,NA,20.4,63.125,45.625,33.25,34.75,41.25,37.625,NA,67.5,13.975,NA,0,39.7222222222222,38.2502809873456,NA,17.5490404137789,NA,5.57567736992353
"MARIOMANNINGHAM","Mario Manningham","WR","NYG",298,38.1701968584128,43.17,63.375,NA,NA,NA,35.875,-2,NA,32.375,15,15.875,22.25,69.5,73.75,NA,NA,0,36.423,38.1701968584128,NA,25.4557077424036,NA,7.2386833120105
