"name","player","pos","team","overallRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_yahoo","passAttMedian","passCompMedian","passIncompMedian","rushAttMedian","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk"
"DENARIUSMOORE","Denarius Moore","WR","OAK",185,80.0120032840219,185.045,98.625,87.625,101.875,NA,82.825,87,41.875,42.5,20.625,72.625,89.875,107.875,94,37.225,0,0,0,0,80.8860714285714,80.0120032840219,180.2,40.4324665422085,17.5,7.86858972164415
"ALLENROBINSON","Allen Robinson","WR","JAC",186,79.2068501646245,NA,101.5,113.25,NA,NA,70.8,86.625,37.875,76,87.375,77.375,49.5,98.75,71.625,85.5,0,0,0,0,72.3057692307692,79.2068501646245,176,21.1684239681525,24,6.54684565700261
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",187,79.1122344024311,80.795,114.45,88.35,89.2,NA,91.1275,46,71.275,63.675,65.75,60.85,76.125,62.7,NA,71.125,0,0,0,37,75.5416025641026,79.1122344024311,164.35,17.4717815806678,17.6,5.51849386878934
"STEVIEJOHNSON","Stevie Johnson","WR","SF",188,78.96875,NA,NA,NA,NA,NA,NA,77.175,NA,NA,NA,NA,NA,90.25,NA,71.975,NA,0,NA,1,79.8333333333333,78.96875,NA,9.41604348970416,NA,3.88754050372953
"ANDREROBERTS","Andre Roberts","WR","WAS",189,78.3859516511158,18.91,85.875,85.75,93.825,NA,84.3125,65.05,70.75,71.625,80.75,60.95,73,73.375,93.875,98.95,0,0,0,1.35389605504679,75.1487608225108,78.3859516511158,192.6,19.8318923043038,25.4,6.55128623911632
"CHRISTINEMICHAEL","Christine Michael","RB","SEA",190,78.2118471279374,NA,136.85,98.75,66.85,NA,91.72,55.5,41.35,70.35,98.75,73.825,92.5,27.15,115.375,51.8,0,0,0,100.000026445931,77.8878021978022,78.2118471279374,134.869868173258,30.8736828900005,19.113,7.04940822721017
"NATEBURLESON","Nate Burleson","WR","CLE",191,77.3999064533985,82.99,76.25,90.75,73.75,NA,83.125,93.7,89.875,69.65,36.5,93.45,68,74,92.25,59.25,0,0,0,1,76.8091071428571,77.3999064533985,206.7,15.9772593029958,39.2,7.55307448274805
"KNILEDAVIS","Knile Davis","RB","KC",192,76.9104894539257,73.445,94.3,79.95,69.075,NA,79.515,84.65,70.125,69.675,95.875,63.775,38.125,91.725,104.8,63.775,0,0,0,94.25,75.4282142857143,76.9104894539257,141.825073746313,16.9980912632391,13.7891,5.08373431219501
"MARCEDESLEWIS","Marcedes Lewis","TE","JAC",193,76.1010522583289,70.59,86.625,82.375,58,NA,78.65,85.875,81.75,83,73,75,64.875,79.25,73.125,91.925,0,0,0,0,77.0347619047619,76.1010522583289,182.9,9.0762306706481,23.7,5.27344589427765
"ANDREBROWN","Andre Brown","RB","HOU",194,75.8148068264499,62.57,91.95,66,70.6,NA,73.36,68.8,65.275,45.175,77.375,72.325,81.75,117.575,112.25,69.35,0,0,0,95.9,74.9653571428571,75.8148068264499,145.598275862069,19.246395513115,16.5378571421668,5.59331257097289
"TREMASON","Tre Mason","RB","STL",195,75.349775350481,NA,138.775,81.95,88.775,NA,90.3975,34.875,38.125,54.05,73.875,54.675,104.25,103.95,70.55,51.75,0,0,0,93.5,74.540467032967,75.349775350481,147.470275403609,29.7351759904981,17.0804,6.72646175031096
"LANCEDUNBAR","Lance Dunbar","RB","DAL",196,74.7750170669963,-0.6,78.475,71.175,52.9,NA,76.65,79.625,105.875,90,79.25,48.525,58.375,84.725,78.4,82.525,0,0,0,71.3500458151128,69.6017857142857,74.7750170669963,143.25,25.2640038416299,10.3,5.57995596383681
"EDDIEROYAL","Eddie Royal","WR","SD",197,74.1742076156333,110.535,85.5,46.25,73.175,NA,67.5,104.075,67.75,50.75,34.5,61.175,68,104.125,95.65,64.41,0,0,0,2.00001410011028,73.0407467532468,74.1742076156333,193,23.1925586688897,2,4.52618376893254
"SCOTTCHANDLER","Scott Chandler","TE","BUF",198,74.1251935778291,70.965,85.5,82.375,66.875,NA,82.8875,98.625,101.75,60,52.625,54.625,52.375,72.125,76.125,78.15,0,0,0,0,72.7941071428571,74.1251935778291,221.5,15.784395432917,47.5,8.37408872195262
"SANTONIOHOLMES","Santonio Holmes","WR",NA,199,73.1050062348175,76.655,NA,NA,80.125,NA,80.125,NA,NA,NA,36,NA,NA,NA,75.25,NA,0,0,0,0,57.3558333333333,73.1050062348175,NA,18.9222221871534,NA,5.84190157219908
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",200,72.8526234115725,-1.74,45.25,70.75,NA,NA,47.625,82.85,64.125,80.75,98.75,65.375,43.5,96.5,109,88.725,0,0,0,0,63.3195670995671,72.8526234115725,179.4,29.8234132124582,17.4,6.76790941705018
"JEROMESIMPSON","Jerome Simpson","WR","MIN",201,72.4629233243522,94.345,88.375,78,89.5,NA,74.9875,80.75,41.875,46.5,27.5,72.875,80.5,112.375,87.75,41.5,0,0,0,0,71.6441071428571,72.4629233243522,NA,24.1932751624039,NA,6.92556947415367
"MIKETOLBERT","Mike Tolbert","RB","CAR",202,72.1252893656207,74.18,84.725,69.425,78.175,NA,79.125,89.15,86.225,62.55,80.625,51.125,72.875,12.375,84.15,68.225,0,0,0,67.975,70.8104166666667,72.1252893656207,175.9,19.7283364564947,24.7,6.46972711535498
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",203,71.8746243661372,36.44,108.075,74.05,64.475,NA,78.8775,107.25,65.725,58.6,64,66.25,64,99.4,100.075,54.2875,0,0,0,101.25,72.4694642857143,71.8746243661372,147.149664879357,21.6068394048258,13.4826,5.52643685353348
"LEVINETOILOLO","Levine Toilolo","TE","ATL",204,71.6633764697559,NA,75.375,78.25,NA,NA,57.6625,72.125,57.875,69.5,83.75,53.125,45.75,89.125,84.125,79.675,NA,0,NA,0,70.3959821428571,71.6633764697559,191.9,13.8773156595493,25.2,5.91892878974909
"ROYHELU","Roy Helu","RB","WAS",205,71.5551153558724,36.305,92.4,65.225,100.975,NA,78.9625,91.125,63.4,53.8,57.875,68.175,52.25,91.075,89.5,74.75,0,0,0,62.7851741784873,71.35625,71.5551153558724,157.25,18.9588581794476,10.35,4.93688852640599
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",206,71.2001861507265,NA,135.625,90.2,41.85,NA,87.3675,98.475,59.25,66.675,85.625,62.075,69.125,93.425,71.625,66.275,0,0,0,109.5,77.6529029304029,71.2001861507265,169.8,23.3727827414051,25.2,6.89500823146485
"JAMESWHITE","James White","RB","NE",207,71.041002072131,NA,113,87.1,NA,NA,62.25,60.3,11.1,42.325,108.875,46.3,81.875,NA,57.725,52.1,0,0,0,85.0000240851049,60.0958333333333,71.041002072131,142.510975609756,30.024139151992,19.8527084246683,7.03701689180842
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",208,70.7449495087239,81.08,69.8,55.975,56.375,NA,62.5975,96.55,73.95,61.55,71.5,68.775,47,135.6,85,74.75,0,0,0,61.325,72.8992857142857,70.7449495087239,175.9,21.7928309402767,16.6,5.86136693987174
"TRAVISKELCE","Travis Kelce","TE","KC",209,68.9995740695491,NA,85.25,39.375,57.625,NA,62.3125,69.875,70,77.75,96.5,73.875,84,39.875,NA,91.425,0,0,0,0,65.0135989010989,68.9995740695491,163.4,18.3833665695357,24,6.26055776327881
"MATTCASSEL","Matt Cassel","QB","MIN",210,68.9801999873453,1.72,39.76,34.94,104.28,NA,65.646,81,117.9,52.04,17.3,50.92,62.5,214.06,139.92,NA,140.5,91.25,53.5000000540358,14.9999334613203,75.1848571428572,68.9801999873453,213.5,57.1393976364505,52.5,13.1316751058262
"ZACHMILLER","Zach Miller","TE","SEA",211,68.6448157026349,167.74,82.75,58.125,54.75,NA,67.8875,76,73.375,76.75,72.75,45.5,74,66,53.375,63.35,0,0,0,0,73.3370238095238,68.6448157026349,215,29.0242860208112,24,7.35438312519175
"CHARLESSIMS","Charles Sims","RB","TB",212,68.4882513488443,NA,NA,91.275,43.7,NA,71.5825,41.2,10.2,76.75,81.25,58.4,42.25,101.725,73.675,80.025,0,0,0,57.5000157695225,62.8360416666667,68.4882513488443,159,25.8748108789385,24.1,7.04076577874404
"TEDGINN","Ted Ginn","WR","ARI",213,68.162494916062,55.74,76.125,91,77.3,NA,78.8125,95.725,58.725,42.25,47.375,53.2,37,90.625,77.7,79.8,0,0,0,3.00004346869508,68.6572564935065,68.162494916062,NA,19.2370978356595,NA,5.90663638609592
"MICHAELVICK","Michael Vick","QB","NYJ",214,68.005366178444,4.08,81.48,63.5,164.76,NA,95.566,4.1,104.6,19.84,47.2,108.98,72.1,NA,142.28,8.37,146,76.825,58,31.25,64.9142380952381,68.005366178444,201.8,52.6555555054711,34.6,10.8573850733148
"JAMESSTARKS","James Starks","RB","GB",215,67.8250294503308,62.515,86.9,56.25,66.95,NA,66.785,82.75,58.25,55.675,66.5,49.6,49.5,93.75,103.05,56.125,0,0,0,80.525,67.1796428571429,67.8250294503308,166.7,16.887922044734,26.6,6.37023017853862
"BRANDONLAFELL","Brandon LaFell","WR","NE",216,67.7097038632245,-0.09,90.5,106.75,101.325,NA,84.425,76,26.125,61.25,35.75,53.775,55.5,57.625,84.3,30.5,0,0,0,1,61.4952435064935,67.7097038632245,184.4,31.0201416244526,42,9.38305303898639
"MARLONBROWN","Marlon Brown","WR","BAL",217,67.4499367151085,76.705,87.25,46.125,69.375,NA,56.9125,86.125,15.125,71.9,87.5,63.2,48.5,72.25,87.25,59.575,0,0,0,0,66.0190097402597,67.4499367151085,189.5,20.3629715700021,20.7,6.12974008446677
"JACEAMARO","Jace Amaro","TE","NYJ",218,66.7253159463705,NA,103,88,65,NA,74.2,95,19.5,42.25,74.25,60.375,59.25,31.25,71,61.725,0,0,0,0,64.7274725274725,66.7253159463705,142.75,23.9291544165218,6.25,5.03245194339191
"CJANDERSON","C.J. Anderson","RB","DEN",219,64.6203324500816,NA,72.825,64.575,77.475,NA,68.08,21.55,59.825,66.85,59.125,67.925,47.625,31.55,78.75,62.525,0,0,0,87.5,59.0479120879121,64.6203324500816,176,16.993497210283,18.3,5.54024316219198
"DONALDBROWN","Donald Brown","RB","SD",220,64.3002667312252,85.45,85.5,51.125,76.625,NA,66.7375,64.875,52.125,66.9,58.5,72.775,70.625,30.45,53.3,68.125,0,0,0,86.75,64.0917857142857,64.3002667312252,154.6,14.7017264219917,19.8,5.45662124928579
"MYCHALRIVERA","Mychal Rivera","TE","OAK",221,63.9998626905344,NA,83.625,87.75,NA,NA,65.3875,45.75,69.875,28.375,38.25,58.875,75.5,44.375,82.625,71.75,NA,0,NA,0,62.6245535714286,63.9998626905344,183.5,19.4948726687126,14.5,5.41240750350076
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",222,63.5742496977011,93.545,81.875,59.25,58.5,NA,64.3375,97.375,60.5,60.875,68,54.25,61.75,62.75,85.875,51.9,0,0,0,0,66.7630357142857,63.5742496977011,206,14.739008892688,33.7,6.86860663184976
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","RIA",223,63.343694997921,NA,87.125,43.375,73.125,NA,59.4,83.95,28.125,43.25,80.625,58.375,NA,42.125,80.125,70.7,0,0,0,0.5,62.4947619047619,63.343694997921,178.2,19.6457432354372,9.6,4.93151688615768
"BRANDONGIBSON","Brandon Gibson","WR","MIA",224,62.9323021797946,35.52,77.25,81.125,NA,NA,73.475,52.625,55.75,50.5,51.125,50.75,38.25,86,91,93.625,NA,0,NA,0,64.2747756410256,62.9323021797946,NA,20.0884072960578,NA,6.08165582551258
"BRANDONBOSTICK","Brandon Bostick","TE","GB",225,62.4986301022248,NA,NA,78.875,53.75,NA,57.3375,71.125,NA,43.875,76.5,NA,39.875,NA,NA,71.85,0,0,0,0,61.1484375,62.4986301022248,200,15.0339978368969,52.3,8.78322080958273
"BRENTCELEK","Brent Celek","TE","PHI",226,62.4263108313866,61.99,86.25,68.875,56.375,NA,74.1125,79.875,84.5,52.25,69.25,50.125,42.625,41.875,80.25,54.7,0,0,0,0,63.8416071428571,62.4263108313866,244,15.2090150628728,53,8.8721257523021
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",227,62.3743931506387,88.44,64.925,42.8,33.55,NA,55.3275,79.625,90.5,45.8,62.75,47.875,46,118.475,87.7,57.175,0,0,0,79.6593443555209,63.4930357142857,62.3743931506387,144.2,23.9303335749184,14.1,5.8278250049615
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",228,62.1966101582127,39.13,73.75,68.25,59.525,NA,66.15,80.9,54.625,59.1,40.625,59.65,32.625,76.625,82.95,65.785,0,0,0,3.50001413417037,61.1376948051948,62.1966101582127,166.5,15.5192465405642,18.5,5.40895986011375
"JOHNBROWN","John Brown","WR","ARI",229,60.2500372550295,NA,64.75,79.875,NA,NA,59.8875,46.625,22,77.4,101.25,54.75,46.375,NA,NA,49.97,0,0,0,0,54.7804292929293,60.2500372550295,202,22.0044870439973,55,9.77327315215491
"TIMWRIGHT","Tim Wright","TE","TB",230,59.7906020757339,NA,65.75,93.125,NA,NA,53.5125,38.7,29.25,66.625,50.75,64.25,59.25,61.875,77,49.35,NA,0,NA,1,59.1174107142857,59.7906020757339,184.3,16.8317538942677,31,6.81020267584844
"AUSTINPETTIS","Austin Pettis","WR","STL",231,58.8014506523789,106.49,65.25,61.875,NA,NA,49.2625,75.625,55.625,12.25,NA,25.25,46.625,93.375,84,11.15,0,0,0,0,48.7807142857143,58.8014506523789,NA,30.483563761669,NA,8.21878050448494
"OWENDANIELS","Owen Daniels","TE","BAL",232,58.7000079690281,73.225,68.5,59.375,60.625,NA,58.5875,60.125,40.5,63.875,77.375,66.5,43.875,59.125,76.25,35.65,0,0,0,0,59.9958928571428,58.7000079690281,199,12.7285139001287,27.6,6.04397289534099
"JERMICHAELFINLEY","Jermichael Finley","TE",NA,233,58.6815504076778,NA,68.75,NA,51.125,NA,53.175,NA,57.25,39.5,71.75,NA,NA,NA,68.125,NA,0,0,0,0,58.525,58.6815504076778,163.7,11.6802539926721,7.4,3.8898372427192
"CODYLATIMER","Cody Latimer","WR","DEN",234,58.4611937807604,NA,66.125,50.5,NA,NA,35.7125,39.125,3.625,64,45.75,82.25,58.625,NA,74.375,75.05,0,0,0,0,49.353125,58.4611937807604,178.5,22.5792950585466,33.7,7.67454298839679
"MARTAVISBRYANT","Martavis Bryant","WR","PIT",235,57.4127884639904,NA,87.875,70.75,59.5,NA,67.8375,85.875,41.75,30.75,53.625,53.75,66.75,47.625,45,27.725,0,0,0,0,56.7921703296703,57.4127884639904,191,18.7682887301686,6,4.47661812035653
"BLAKEBORTLES","Blake Bortles","QB","JAC",236,57.2667156514861,NA,44.46,82.64,47.26,NA,56.914,42.5,58.66,37.46,94.4,84.42,96.5,NA,49.96,46.75,183,100,75.9500732927808,18.5000053935709,56.1912234432234,57.2667156514861,147,21.5116136667023,0,4.15078034725436
"BRIANHOYER","Brian Hoyer","QB","CLE",237,56.8612954018992,158.41,32.56,48.38,58.82,NA,57.606,14.8,116.8,25.34,35.7,57.66,47.5,NA,142.38,43.67,159,92.75,62.8,9.9999816021042,63.0492527472528,56.8612954018992,164.75,45.2604432765494,17.45,8.35981268318157
"JORDANTODMAN","Jordan Todman","RB","JAC",238,56.7976889021535,67.18,71.7,40.8,79,NA,51.14,54.375,16.95,57.225,47.5,31.6,55.5,118.075,59.775,60.025,0,0,0,68.9,56.4196428571429,56.7976889021535,180.8,23.5083084126246,19.3,6.31123427879432
"JARIUSWRIGHT","Jarius Wright","WR","MIN",239,56.1253170192588,62.41,55.125,34.25,NA,NA,35.7375,88.3,9.5,67.25,75.75,57.125,16.25,62.125,64.5,58.225,NA,0,NA,0,52.9307692307692,56.1253170192588,NA,22.7514044121315,NA,6.62913742192921
"DAVANTEADAMS","Davante Adams","WR","GB",240,56.0625925660073,NA,100.5,75.625,53.75,NA,67.0875,52.925,23.5,51.375,59.25,64.625,22.25,73.375,90.625,31.7,0,0,0,0,58.1416958041958,56.0625925660073,171.5,23.7718860864883,11.4,5.53801139950309
"MARCELREECE","Marcel Reece","RB","OAK",241,56.0504426502382,21.79,64.575,60.45,77.35,NA,69.0075,60.35,80.15,28.25,63,37.45,28.75,NA,57.625,62.045,0,0,0,30.75,54.6051373626374,56.0504426502382,185.2,19.1767071332478,10.6,4.98460863885612
"JERRELJERNIGAN","Jerrel Jernigan","WR","NYG",242,55.9869585562364,40.08,93.25,NA,68.85,NA,57.7,63.1,18.25,62.25,46.25,64.4,1.25,2.875,86.35,42.175,0,0,0,2.00002484137528,49.8735664335664,55.9869585562364,189.8,28.742857925592,54.9,10.4558083538072
"ANDREWQUARLESS","Andrew Quarless","TE","GB",243,55.9253560984402,87.265,75.375,44.5,60.375,NA,53.9125,68.625,29.375,41.875,45.5,62.625,54.25,75.875,92.625,23.35,0,0,0,0,57.9819642857143,55.9253560984402,NA,20.5034126188266,NA,6.16697614946616
"KADEEMCAREY","Ka'Deem Carey","RB","CHI",244,55.7024184914243,NA,72.65,41.125,70.65,NA,58.7175,51.575,55.275,42.4,35.875,42.075,66.875,71.625,67,55.0875,0,0,0,66.8999497703776,55.0187912087912,55.7024184914243,166.6,12.935936574059,10.8,4.36335448726264
"COLEBEASLEY","Cole Beasley","WR","DAL",245,55.3902226345388,-0.78,82,49.75,64.875,NA,60.925,72.85,42.125,43.75,41.375,48.25,37.25,75.5,71,52.975,0,0,0,0,52.579448051948,55.3902226345388,NA,21.0887088070453,NA,6.28730631789496
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",246,55.3753029924691,37.36,NA,54.5,85.25,NA,68.5875,63.125,NA,27.125,64.25,74.625,34.125,13.375,85.625,51.775,0,0,0,0,54.9090178571429,55.3753029924691,166.1,23.0444781673546,26.8,7.02334995737253
"PAULRICHARDSON","Paul Richardson","WR","SEA",247,54.8121892533997,NA,79,61.375,NA,NA,52.7875,40.375,NA,65.875,69.25,44.125,61.75,NA,40.5,36.225,0,0,0,0,50.0693181818182,54.8121892533997,226,14.4651838357754,47,8.18782836767891
"STEPHENHILL","Stephen Hill","WR","NYJ",248,54.6812830160827,19.28,63.625,48.25,NA,NA,44.8625,64.425,56.5,37.5,64.5,67.5,41.625,78.375,76.875,26.5,0,0,0,0,49.063262987013,54.6812830160827,NA,18.506162313936,NA,5.75636444479512
"BRANDONPETTIGREW","Brandon Pettigrew","TE","DET",249,54.5872083038492,57.115,70.875,NA,50.125,NA,51.3375,55.125,73.625,53.75,30.375,41.625,41,70.375,65.125,61.975,0,0,0,0,54.5427747252747,54.5872083038492,234,12.9316523264054,48,8.13149611060585
"AUSTINCOLLIE","Austin Collie","WR",NA,250,54.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.375,NA,NA,NA,NA,NA,54.375,54.375,NA,NA,NA,NA
"BRANDONMYERS","Brandon Myers","TE","TB",251,53.5001569146072,105.43,NA,46.875,NA,NA,39.05,46.375,55,44.125,21,59,67,80.875,74.5,25.375,NA,0,NA,0,55.0980357142857,53.5001569146072,NA,23.9277289813418,NA,6.87097623173042
"BRIANQUICK","Brian Quick","WR","STL",252,53.5000021764007,26.965,64.625,79.375,NA,NA,67.5875,61.125,53.125,70.125,47.625,57.5,23.5,13.75,51.875,56.45,NA,0,NA,0,51.7771153846154,53.5000021764007,212.7,19.4414457945733,30.6,7.03794161693733
"ADRIENROBINSON","Adrien Robinson","TE","NYG",253,53.3751708210225,60.205,65.875,70.25,58.5,NA,63.0375,60.5,52.5,42.5,26,54,15,88.375,NA,14.125,0,0,0,0,51.3361813186813,53.3751708210225,216,21.841009698442,48.3,9.07771863324119
"JASONAVANT","Jason Avant","WR","CAR",254,53.2753023684459,39.895,87.5,41.125,57.125,NA,58.3875,33.25,44.875,37.75,46,30.875,74.25,75.25,76.375,56.65,0,0,0,0,53.7364285714286,53.2753023684459,NA,18.1047070151872,NA,5.6738298500251
"EARLBENNETT","Earl Bennett","WR",NA,255,52.8629084678943,3.95,60.625,NA,NA,NA,45.475,NA,NA,NA,NA,NA,NA,NA,89.25,NA,NA,NA,NA,0,28.4392857142857,52.8629084678943,NA,35.564067774464,NA,9.26327373008294
"JARVISLANDRY","Jarvis Landry","WR","MIA",256,51.3250015396431,NA,68.875,56.125,71.5,NA,53.8,89.875,13,56.275,67.75,50.2,76.125,3.375,32.75,21.475,0,0,0,0,50.5278971028971,51.3250015396431,NA,26.0481748277873,NA,7.3069155236357
"ROBHOUSLER","Rob Housler","TE","ARI",257,50.4350031596319,102.14,66,31.5,49.5,NA,NA,NA,NA,30.25,32.25,52.5,32.875,75.875,79,33.95,0,0,0,0,52.8240909090909,50.4350031596319,NA,24.4398549783675,NA,6.97626344992744
"LATAVIUSMURRAY","Latavius Murray","RB","OAK",258,50.2729237136598,NA,67.875,37.95,65.55,NA,56.38,75.375,NA,32.55,64.5,41,30.375,17.925,48.3,29.7125,0,0,0,67.5999704897856,46.8803273809524,50.2729237136598,186.5,18.407571547968,30.5,6.92153468965446
"BILALPOWELL","Bilal Powell","RB","NYJ",259,50.0751593431744,14.535,65.4,43.625,45.575,NA,54.4875,73.675,63.325,54.125,9.375,37.775,30.375,11.7,46.9,57.175,0,0,0,52.5,43.3226785714286,50.0751593431744,189.2,20.4551614743305,21.1,6.17973906408412
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",260,49.3251347122865,50.6,76.25,50.375,NA,NA,48.2125,68,51.125,28,50.5,30.875,42.625,57.75,86.25,47.25,NA,0,NA,0,52.6980769230769,49.3251347122865,NA,16.3149578166078,NA,5.30587798762568
"MARQUESSWILSON","Marquess Wilson","WR","CHI",261,48.9377220621705,NA,89.25,52.125,NA,NA,50.4875,37.45,NA,39,72.75,20.25,31.375,83,NA,33.825,NA,0,NA,0,50.73625,48.9377220621705,NA,23.3688200758214,NA,6.75607098530756
"JOHNCARLSON","John Carlson","TE","ARI",262,48.5424727724643,33.245,NA,66.5,NA,NA,42.2875,29.75,59,35.625,36.625,42.75,68.625,67.25,53,58.25,NA,0,NA,0,48.9536011904762,48.5424727724643,NA,14.3303320815077,NA,4.89786174938652
"VINCENTBROWN","Vincent Brown","WR","SD",263,48.541170792037,24.595,66,62.125,NA,NA,42.4125,33.125,19.875,63.375,18.125,50.125,62.25,90.375,77.75,11.075,0,0,0,0,44.1919642857143,48.541170792037,237.5,24.9914224131155,41.5,8.71268236942299
"JACOBYJONES","Jacoby Jones","WR","BAL",264,47.6895982485356,3.98,67.625,56.75,NA,NA,64.4875,55,71.375,31.675,17.5,45.525,18.75,46.125,84.075,32.905,NA,0,NA,0,45.5818461538462,47.6895982485356,149,23.798851788991,0,4.38589528054085
"RYANGRIFFIN","Ryan Griffin","TE","HOU",265,47.1249497360818,NA,62.375,NA,73,NA,43.1375,76.125,22.875,22.75,76.75,37.5,42,42.75,51.125,12.3375,0,0,0,0,46.89375,47.1249497360818,NA,21.7054608624189,NA,6.41410345103155
"AJJENKINS","A.J. Jenkins","WR","KC",266,46.9650108205161,50.485,69,17.5,53.6,NA,46.225,40.875,46.875,24.925,3.125,40.9,18.75,81.625,68.175,71.98,0,0,0,2.00000055678036,45.294512987013,46.9650108205161,NA,23.0817054952928,NA,6.69704352787868
"JOSHGORDON","Josh Gordon","WR","CLE",267,46.7499957359689,NA,NA,NA,NA,NA,55.75,NA,55.75,NA,NA,22.825,NA,NA,79.3,NA,NA,0,NA,0,26.703125,46.7499957359689,116.460675971253,23.2141154526723,20.4391,6.39639056180567
"GREGLITTLE","Greg Little","WR","OAK",268,46.3752415535203,30.29,81.25,50.125,72,NA,67.4125,46.625,NA,42.75,20,27.75,15.625,12.25,91.625,NA,0,0,0,0,46.4430654761905,46.3752415535203,NA,26.6313671528505,NA,7.42681316198322
"JUNIORHEMINGWAY","Junior Hemingway","WR","KC",269,46.0000569045221,NA,69.5,63.75,NA,NA,64.4,31,56.5,45.875,41.75,33.375,42,30.625,41.25,36.85,NA,0,NA,0,46.1919642857143,46.0000569045221,NA,13.7354432243078,NA,4.77555943848111
"TRAVARISCADET","Travaris Cadet","RB","NO",270,45.6866768109828,-4.83,75.325,73.325,12.375,NA,59.135,51.375,NA,26.575,22,28.25,0.5,NA,NA,33.45,0,0,0,27.0000248802689,33.8822727272727,45.6866768109828,176,27.4170098744292,0,4.75782113670248
"KRISDURHAM","Kris Durham","WR","DET",271,45.3121887159084,NA,77.375,27.5,NA,NA,39.4625,70.825,40,44.625,6.25,17.625,52.625,0.875,89.75,33.225,0,0,0,0,35.5351461038961,45.3121887159084,NA,27.5384525198403,NA,7.61329948666161
"GAVINESCOBAR","Gavin Escobar","TE","DAL",272,45.2500879330438,NA,54,NA,NA,NA,40.9875,31.375,79.125,46.125,64,38.125,38.25,52.125,51.5,40.825,NA,0,NA,0,48.7215909090909,45.2500879330438,178.5,13.6260759583501,13.5,4.70782296376667
"DAVIDAUSBERRY","David Ausberry","TE","OAK",273,45.1244176668271,39.935,NA,32.625,NA,NA,33.8625,67.625,49.5,44.375,48.25,45,5,76.5,NA,NA,NA,0,NA,0,43.89225,45.1244176668271,NA,19.5300716293418,NA,5.96686843039866
"TIQUANUNDERWOOD","Tiquan Underwood","WR","CAR",274,44.2491086934745,-0.09,57,51.875,NA,NA,39.9875,87.85,36.625,56.125,23.5,23.875,4.375,48.875,75,12.8625,0,0,0,0,36.8673214285714,44.2491086934745,NA,26.5196721566854,NA,7.40384995468454
"KESHAWNMARTIN","Keshawn Martin","WR","HOU",275,43.9148690246895,59.855,44.875,36.875,NA,NA,39.7875,40.4,36.5,45.125,16.25,11.375,8.75,75.375,73.125,NA,NA,0,NA,0,40.1753670634921,43.9148690246895,NA,21.678255691799,NA,6.40851038067038
"ANTHONYFASANO","Anthony Fasano","TE","KC",276,43.5794417159275,74.99,65,65.25,NA,NA,49.7,71.5,53.125,24.5,18.5,25.25,10,50.625,53.75,30.35,NA,0,NA,0,45.3593269230769,43.5794417159275,NA,21.517111698212,NA,6.37538102790863
"ACESANDERS","Ace Sanders","WR","JAC",277,43.5364634609596,31.605,56.5,21.75,49.85,NA,40.6,52.45,33.375,37.625,39.75,49.05,45.75,47.125,94.025,25.495,0,0,0,1.99999095305164,44.6304220779221,43.5364634609596,NA,17.4780564463803,NA,5.54499769630816
"DALLASCLARK","Dallas Clark","TE",NA,278,43.36,42.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.75,NA,NA,NA,NA,NA,32.09,43.36,NA,7.64382430462658,NA,3.5231926106019
"JERICKMCKINNON","Jerick McKinnon","RB","MIN",279,43.2796285329031,NA,74.775,61.8,38.175,NA,52.5525,3.575,22.725,38.65,26.5,33.875,33.625,70.225,NA,41.7,0,0,0,41.85,40.5147916666667,43.2796285329031,185.35,20.4978424712304,21.35,6.20945291732616
"MARQUISEGOODWIN","Marquise Goodwin","WR","BUF",280,42.9749648974612,46.53,73.75,62.625,NA,NA,50.0625,42.925,48.75,30.175,26.125,27.5,31,38.375,82.05,28.175,0,0,0,1,41.6576948051948,42.9749648974612,NA,18.1677346648547,NA,5.68678761030583
"JONATHANDWYER","Jonathan Dwyer","RB","ARI",281,42.9560796054709,NA,43.275,22.75,70.175,NA,36.6375,31.625,16.975,44.875,43.5,46.825,49.125,61.775,41.6,50.8,0,0,0,65.9999931928811,39.3848214285714,42.9560796054709,204.7,14.337992357361,26.4,6.08785086850382
